Text,label
..........I hate SUVs. They're a great big ugly road hazard as far as I'm concerned. And very few people really NEED them.,AG
your first time? you'll soon be sick of the damn thing...,AG
damn australians!,AG
Oh  that sucks. Why I blew off my own appointment yesterday. I just couldn't face the wait.,AG
At the C's before I hit the hay. Still hate Boston?,AG
yeah it really sucks I need to manage my time better I guess or maybe I should party haha. Oh well. C'est la vie I guess.,AG
slap a bitch? What you want to do is CHOKE A BITCH like Wayne Brady!,AG
I got fuck all for Christmas babe. How about you?,AG
--well...i had to pee...and my stupid ass lifted the seat with the same hand i was holdin the phone in...then...PLOOP!!!,AG
damn straight! I say you  me and danie have an epic rap party over break since we'll all be off. Yes?,AG
haha someone told me katie (?) was a bitch so I was like ehh. Death cab & JACKS MANNEQUIN FGHSDJ &lt;3 hehe,AG
Your John Mayer = My Jacks Mannequin. Andrew McMahon is my LIFE SUPPORT. Not to sound emo or anything ahaha,AG
LIKE BITCH WUSSUP! Ahahaha,AG
I just needed an axcuse to share it.  I hate oatmeal  actually.,AG
Damn woman you don't know your own strength.  LOL,AG
I don't always agree with you... but I do this time! Slow the hell down and stop getting so emo about it.,AG
no she didnt yet. maybe she does hate us now. *sad day*,AG
lol... I have ass too..,AG
he hasnt scored 82 but he's taken a team to the finals damn near by himself,AG
that's what you fucking get for that fucking video!,AG
ass.,AG
That show sucks. It always scares you. And Boo Danny. He is a fail!,AG
yes & i cant fucking wait!  I can hardly bring myself to review - i must but dont want to.,AG
fuck no _ I'll be out there by myself.  That's my ALONE time. Meditate if you will. Me the pipe & the stars rflecting & thnkng,AG
I couldn't agree more.  And if I didn't feel like such a loser I would say I win for understanding!,AG
Damn those Mythbuster guys! Anyone who works or lives in Alameda must be crazy anyway!,AG
lmao  i hate you. &lt;3,AG
i hate you! i want to be in bed :(,AG
i bitch slapped my cousin once.,AG
.....I.Hate.Him. He's.... UGGG!,AG
oh  i am fine. But she will not be if she doesn't shut her fat fucking mouth.,AG
violent ass...,AG
fuckery is always welcomed..only second to hate. Speaking of which...I haven't told you how much I hate you lately,AG
a fat boy sweet talker?,AG
Why do you kombat when I have to leave the computer!! DAMN YOU!!!,AG
"I wanna get him a ring that means ""ur a great kid to fuck""",AG
haven't the Palestinians suffered enough without having to deal with that fat fool......heh,AG
AHHH I HATE THAT..,AG
lol you'd go gay for Zac Efron,AG
"""If they would have cremated that son bitch I'd be tale grabbing his ass right now""",AG
So you are right... reciprocity is a bitch (Just not in the way that Lauren Hill meant it),AG
Grammar nerd.,AG
There's a dfference? Damn.,AG
mark Ya! Dick head old man!,AG
i hate people who update their fb status more than once a day unless absolutely necessary...tweets-thats what they're for!,AG
damn.,AG
So people are just ignoring me. :-( That sucks big time. LOL. Especially when I thought we were better than that. I see...I see..,AG
Damn you to hell for getting my hopes up. I though you were talking about Daley.,AG
LMAO. I was very confused. What a bitch she is.,AG
I never said anything about lovin ya  dick cheese  just that I say your name alot  probable with fuck in there somewhere,AG
not on your life  dick-tongue,AG
crutches suck big time. i hate them lol. hope you get better soon! :P,AG
esp. if someone is working for an employer supportive of gay rights  seems wrong for someone to then not show up to work.,AG
regarding you and your tea obsession  you have become SO GAY  break out the Thermite man!!!!!  Shape up,AG
the only show more thug is the nigga who be in the woods eating beetles and drinking his piss! that niggas GANGSTA!,AG
:-)  My line in the sand: watching shows on my computer screen. HATE it. w/42 inch plasma & groovy sound  you can never go back.,AG
what a fucking bitch.,AG
As opposed to a non fucking fuck?,AG
attention whore.,AG
/emo damn you.,AG
Dick Clark looked sloshed last night? I was thinking animatronic.,AG
This bad gay works for a company that likes to write people up for sneezing.,AG
Fat Tire. Steak Taquitos. RocketTransfer.com. AJ's on Court in DSM.,AG
losing winter insulation is one of the horrific side effects of Biggest Loser that nobody warns you about. It's brutal!,AG
"I hate ""Rag and Bone"" so much.",AG
emo-hair+hip hop-fitted hat,AG
I would not be proud of that. That just means you're a whore or a polygamist.,AG
if he's upset with Brandyn's work area I'd hate to see wha he thinks of mine :P,AG
Whoa. Marc Blucas' new hair is a fucking crime against humanity. The horror. From loveable goof to douchebag  instantly.,AG
Unfortunately  I can't take credit for that blog-- I found it while surfing the 'net at 4am and laughed my ass off!,AG
"P.S. ""Fuckitty fuck fuck"" is def. worse to say in a Holy Place. Especially if you're Catholic.",AG
also let him know his Irish accent sucks in some of the podcasts,AG
I hate .... you .... zzzzzzzz,AG
Hey... Stop twitting and post a damn blog!,AG
http://twitpic.com/qtt0 - O.O bingo is waaaaay to hard for me. hate it. i wanna fuck it..wait thats didnt come out right,AG
xD! i know. hmm ....i wonder how it feels like to fuck bingo  hard .....hmmmm  i guss i'll never know D':,AG
oh youuuu little bitch. Just keep your winter gloves away from your zipper and i'm sure you'll be fine.,AG
not to sound amazingly  astoundingly gay (not that that's bad) but you sound like a man in desperate need of a few pillow shams,AG
as much as i hate auto-DM's  i also check out links if they're music related.,AG
I'm blocking you because you have no value. Go back to telemarketing  or some other loser marketing scheme.,AG
If only Edward and Bella were slightly less emo :),AG
@scanman and @asthepumpturns. Yeah  I am a mean mean person. Horribly judgemental towards one specific victim. Poor guy. Retard.,AG
damn it.,AG
NO. You're in BATH. You worked your ASS off for this. You're coming home to GREAT THINGS. Have FUN FUN FUN. NOW.,AG
your mother's a bitch.,AG
that sucks for your teacher. poor guy. isn't your class full of adults? do they act mature like adults are supposed to?,AG
fuck yeah!!! That is so far above just not failing!!,AG
FUCK.,AG
fuck yeah!!,AG
well  it is gay hippie stoner music,AG
aw man that sucks!,AG
Oh no! Everyone ok? Damn you rain! Ruining my BFFOT's day!!!,AG
WHO CARES I HATE THEM! FTW! Knitting and crocheting before bed &lt;3,AG
damn.,AG
"*sigh* oh  Karrine. You said the phrase ""Sluts with Butts"" on a site called MomLogic.com. You fuck'n rule! :) LMAO",AG
Rockets... damn. makes me wanna turn ne-yo's gay ass off my tv and just sit here.,AG
wow that really sucks. LOL.,AG
that sucks  I know he was looking forward to that hook up...,AG
fuck yeah. swing by sometime (after the 17th) and i'll take you to rocco's. yeah  think about that.,AG
i hate her in every movie. she has one look. you know the look haha,AG
"Read your post  ""Sincerity Sucks.""  Thank you! I feel less guilty for holding certain ""sincere"" people accountable for actions",AG
Maybe they're looking for Carl!!!  That damn Carl.,AG
Fat Baby drinkinggg and listening to Duffy's band,AG
p.s. i hate you :),AG
I should brush my bangs over my eyes and join you in emo grief.,AG
It sucks :(,AG
yeah I hate this bitch and I'm glad the chief killed that other dude!,AG
@Heylin1234 oooh shit i forgot what i was gonna tell y'all -_O UMMM oopsie...ugh i hate my short term memory,AG
With the departure of the Sonics  I've adopted them as my squad. I still fuck w/ CP3 and the Hornets  but I gotta go Pacific NW.,AG
Damn straight.,AG
Have you seen his ugly ass? he IS the phantom. Women wouldnt sleep with him if he didn't woo us with melodies and faux-mance,AG
DAMN HO  You sick as FUCK!!!,AG
Jesus fucking h Christ!!!!,AG
fuck you  change your name. Do you know who I am? (yeah  neither does my mom.),AG
to be specific he didnt choke her (right?) he bit her on the back while banging her in the ass. (just to be clear)... :),AG
still got that ass whooped haha.,AG
go cowboys!!!! Yup I said it. Two tears in a bucket.. Fuck it lol,AG
go fuck yourself.,AG
cause i just need to get my mind away from all the bullshit out here..im bousta say fuck doin music...just promote others...,AG
i mean damn don can you get back to ya own brother?!?!?,AG
dick van dyke is way cooler too.,AG
You kidding  I bloody hate anime  and I liked Bleach.,AG
Not necessarily  while I do not agree with hitlers actions  he was a damn good general  and got germany out of a depression that,AG
I'll love him in the biblical sense  just as soon as they chop his emo hair off.,AG
u whore...,AG
Quit the gay ex and you wouldt sleep so much,AG
fuck you man  I'm a vegetarian today! That just makes it harder.,AG
"HAHAHA. tom cruise ""I WILL FUCK YOU UP""",AG
That album is the fucking shit.,AG
yes? Yes? Fucking YES?,AG
@folub i'm hammered and want you both at Hot Damn.,AG
Y'know  it's very stereotyped emo.. I know plenty of older people who follow the trend / cult the whole way.,AG
DION WHAT THE FUCK YOU SAYIN? LOL.,AG
: Dude  you're gonna hate me! Here... more T-shirts for da T-shirt lovers : - http://snurl.com/8fhdw  : ),AG
- damn you and your constant banoffee pie mentions!! Very tempting LOL,AG
Fucking pallys. I learned to hate them playing Warcraft III. And fuck rogues too while we're at it.,AG
Hell yeah! With their invisible sneaking nonsense. I almost want to play as one some time to fuck with people though.,AG
"I was belting out songs from ""Fiddler On The Roof"" and ""Rocky Horror Picture Show"".  I might have been a gay  Jewish man?",AG
"evilbeet  do u not feel that when u watch jon & kate plus 8 its fucking ""in ur face"" and purely advertisements?",AG
jia..that is dead ass wrong,AG
I should round house kick ur al qaeda lookin ass in the face with my flip flops!,AG
ok! where is it then? send that bitch to me!! haha!,AG
"I freakin hate that! For me it's ""Hi Rose"" Rose is my last name you idiot! LOL",AG
your ass needs to be in NYC for that shit!,AG
Please do...anything from you my sexy bitch!,AG
so i said listen cunt.. i hope your year brings prosperity and happiness. and then i got my gun  and blew her brains out.,AG
http://twitpic.com/t47m - Srsly  I hate it.,AG
Turns out I hate shopping  too. Way too many sounds and smells. I just want to pee on everything.,AG
Just had a big ass waffle breakfast and am catching up on games from 08,AG
I DARE DAT ASS 2 SAY SUMTHAN ELSE STUPID U DA STUPID BITCH!,AG
FUCK NO I AINT PARTYN LIK DAT JAYLA U STUPID,AG
JAYLA U TOK DAT DA WRN WAY MEANIN U WEAR PANTIES ASS ITS NOTHN SEXULA SO DNT BE THANKN DAT,AG
N HOW BOT BARBARA GOT ANGIE ASS GUH ME N TELA WAS LAUGHN 2 DAM HARD,AG
Judge Chevere at the Daley Center..she's hispanic and a bad ass! Too bad i'd never want to go to law school..,AG
you'll get through it and win in the end. FUCK THAT SHIT IN THE FACE (as ange sez)!,AG
you're a bitch.,AG
sucks to be you,AG
I hate you so much.,AG
and the beamer was underwhelming.  had all kinds of issues with the on-board computer.  nothing major. just enought to piss me off,AG
He's an asshole. I'd fucking bean him  for love of the game. Not starring Kevin Costner.,AG
Damn dude...,AG
WOW YOUR A BAD ASS... HAHA,AG
Yeah  and T-Mobile Germany offers unlimited Worldwide calling to other T-Mobile phones. USA only offers Nationwide. Sucks.,AG
Scars on my face? Are you threatening me? I don't like liars  threats nor unexplained coincidences. Kindly fuck off!,AG
DAMN IT EDDIE!,AG
can u be a lamb & add a *gay* category to ur awards so I can nominate myself & others,AG
yes...and they are about to be fucking DISOWNED. *grumble*,AG
Well fuck yeah!!!! how about allston? @xdeartragedyo imma try the one in jersey @evry1 I got my 2day bamboozle tics today,AG
uh uh u fucking bitch. haha dont take any coats  skinny jeans  slippers  gloves  bomber hats  or scarves.,AG
we gonna make bklyn see what's up! Hell fucking yeah!,AG
Savor my ass. ;-p,AG
I'll be a crab ass with you. BAH HUMBUG!,AG
damn damn damn James....,AG
ok I don't care what @cyandle says about being PC bc that is SO queer. And ftr  my gay friends would say something worse! ;),AG
yes yes  so gay.,AG
SON OF A .... bitch! hahahahahahaha,AG
i hate you.... you know why,AG
u lucky whore!!!!!,AG
A BAMF is a bad-ass mother f*cker.,AG
Fuck that! I feel awful for you  having to wait out there!,AG
damn i hate Ed Hardy,AG
pig(s) !!! Wow - always thought you had plenty of space  but how many did you eat ?,AG
was just joking...hate people who act that way,AG
I do but I picture the fat guy in the leotard,AG
damn that sucks,AG
damn right,AG
ur a huge loser did u know that? lol,AG
i hate sewing. Period.,AG
don't worry  karma is a one mean ass bitch. They'll get what's coming to them...,AG
retard?,AG
haha no gay stuff is good! cuz i tend to be attracted to females! haha jus chillen getting ready for work!,AG
i hate u like miniature dogs hate people dressing them in t-shirts and little booties.,AG
fuck u BIATCH!!!,AG
I hate you.,AG
fuck off,AG
That was fucking hilarious... WIN,AG
omg that fat dude should not be in leotards idk they made them that big lmao,AG
damn u i wanted to see sexy lesbian porn lmao,AG
@TitanLineAudio lol BJ's blow ass :P,AG
Damn! This is deadly - keep em coming! :P,AG
check it on your wii  whore.,AG
No....Always been happy....never quite gay...,AG
get them all out of the dome ....NOW damn it...,AG
You'd be television slut.,AG
I HATE that!,AG
GO GIVE YOUR GAY LADYBOY HUSBAND AN OILY BODY MASSAGE WHY DON'T YOU. AND @yourscenesucks yes its true.,AG
OMFG I HATE YOU IWANNA GO ON NEOPETS :'( WTFFFF. YOU HAVE EVERYTHING I WANT.,AG
hate you so much,AG
lmfao! See this why I can't fuck w u! U kno I'm dead offa that Al B Shep!....,AG
LIKE HOW U SAY WHAT THE FUCK AND CLEAN IT UP WITH HECK LOL,AG
Thai sucks too many peanuts,AG
Wow! That sucks.,AG
it was in reference to his gay suit,AG
I hate them. So much.,AG
i am  just so behind now . . it sucks.,AG
Oh damn. Saw the trailer for Dark City&#8230; Looks gooood&#8230;,AG
I'm sick of Tinkerbell. that bitch is making my movie life hell.,AG
That really sucks. :(,AG
every one laugh at the sad gay clown,AG
fuck you  man. you can pick on garden state  but leave pushing daisies alone.,AG
I hear you can cook your ASS off!!! =),AG
damn your fat  you even got a turkey as your profile pic for good measure....,AG
Tommy blows cock! lol,AG
ah damn  ok,AG
Pah. Loser. ;) Haahaha. Well done fella. Very interested to chat to you about it sometime!,AG
i didnt call in gay either. but my company donated 100 g's to support No on prop 8. ::shrug:: squaresies  i guess.,AG
I hate Juno. That movie blows!,AG
I don't care about his fucking kids.....I want JP's kids head on a plate.,AG
fucking jp losman,AG
Fuck you and your family.,AG
damn.,AG
@TheSoXRoXmAsTer aw shucks you guys...are gay.,AG
Ugh. That truly sucks :(,AG
A COMMUNIST FUCKING DICTATORSHIP! Fuck Che Guevara. And all the t-shirts with him on them and those that wear them.,AG
You won't miss much.  Her husband is cheating  she's pregnant  he's an ax murderer  her son is gay. That's pretty much the soaps,AG
ah shit that sucks!,AG
antlers. nah  fuck that. they look stupid and extend the paradigm of happiness seasons fucking greetings etc etc,AG
that does sound gay. I never had that in year 12. And thanks!,AG
yea dani thats kind of gay sorry to tel u lol,AG
band nerd alert!! Lol,AG
LMFAOOOOO. and he looks emo now? i'd believe it.,AG
oh. yeah. no loving for nikki. poor nikki. she's too emo.,AG
ITS GROSS. AND NOT NEEDED. I HATE IT! LMFAOOO.,AG
FUCK AT&T!,AG
damn yo I did!,AG
Dick through brains,AG
then eat  ass! Don't eat ass though  just eat...you ass,AG
lol ur whale penis,AG
I know there's a bottle of bourbon in that house. Hit that shit! Tap dat ass!,AG
That is bad ass.,AG
nerd!,AG
DAMN.,AG
Ouch.  That sucks!!,AG
good! i hate digg...it's way too gamed,AG
Hmm...gay marriage is a subset of gay rights  but they are not different animals entirely.,AG
ouch that sucks..,AG
i saw you had this thing so i made one too. loser i know ha,AG
thanks. i know i hate it to  but it also makes me happy to see ppl that care. you made me smile  so good job :D,AG
sigh.. I can telw you because altho you'll laugh at me at least you won't think I'm a freak or tell anyone.,AG
dawns a Fucking twat and @occultclassic that is the best song on the album,AG
damn yeah,AG
why do you eat so much you fat bastard,AG
lol. I know  she's a mess. But ya ass was not getting up.,AG
Then I would be gay and I would kill myself. Don't become a boy  please.,AG
yeah those darn gay alarms at CVS.....,AG
yeah  im pissed. liek my body is tired  but my brain isnt  or is it the other way around? fuck idk anymore,AG
Yea that is some BS! I HATE MESS LIKE THAT!,AG
OMG  you fucking got them didnt you?!?!?! I'm so jealous!!!!,AG
oh yeah! Radios powered by pork fat!,AG
Go back to your pork fat radio!,AG
was it the Nigella coca cola ham? that pig rocks!,AG
"Fuck that shit. I told people... ""DON'T MAKE THAT ACCOUNT!"" and someone had to do it. Fuck that shit.",AG
hey  fuck you &lt;3,AG
that song is so emo to me,AG
ikr? It's so fucking gross. GET ONLINE AND SAVE YOURSELF FROM THE 'TARDFULNESS.,AG
the punk ass pistons?,AG
ur smater than me then. last year  i was out on nye sick as fuck. came home with pneumonia,AG
FUCK YEA! THX! Id like to thank all my influences from my grandma (rip) to Sam L.  id also like to thank myself for being great!,AG
LMAO!! Hot sauce indeed!  but sheeeeit. you can take a picture of @shaydechelle wrapped in ME! fuck the dumb lol,AG
yeah and its really cute that i filmed two weddings that need to be edited and I CANT because my uncle sucks hard.,AG
ARGH!  I hate that too!,AG
gah!  Damn you spoilers!  I'm only on season threeeeee!,AG
Oh man...that sucks!,AG
whooo.  did you have to choke a bitch?,AG
i hate u! Jk.. But u can keep it.,AG
she took $60 from me  $50 from my sis 2 separate nights.  She says her stuff was jacked too.  Don't buy it. Betrayal sucks.,AG
You're still alive? Well  damn  I just lost a bet.,AG
way to not text me back DICK. :P,AG
fuck yeah they do!,AG
holy fuck.,AG
i got the whale too.  :(,AG
damn.. maybe ur next twitmance will be whole ass..,AG
sucks 2 b washed up.. gangstas paradise was the shit,AG
aw dammit  I meant to call @graemem a lame-duck Scotsman. Thanks for fixing my lame-ass miss of a joke!,AG
@hermanos @jamessime wow I totally know that fine line between love and hate! #dead_by_january_i_didnt_sign_up_for_this_shit,AG
I never watch those show or even read the lists because they invariably piss me off.,AG
he's a retard. shouldnt he be old enough to know to not  be so damn nosy and butt in on peoples relationship.,AG
Just keep your head up...you kick so much ass...,AG
I didn't call her fat at all! Keep your fucking nose out of other peoples business!,AG
"oooooooohhhhhhh sh*t! Damn where all the white women at! Come on! Hahaha (so is that why celebs ""crossover"" when they make it)",AG
ah damn.,AG
I hate those fucking hash tags.,AG
some loser had already. He did Daniel by elton john,AG
A pussy on my cock on my pussy  if you wanna take it further. ;),AG
I've been called a pig  if that helps. Recently  even,AG
damn you.,AG
Hahaha!  Well take care then. We would hate to lose you to your homeland anyways.  Come back safe!,AG
and you're a smug cunt  so it must be true!,AG
fuck yo moustache you young ass nigga. Step yo beard game up,AG
I might get in a snowball fight out this bitch!,AG
what if it could be all 3 that would stink on 2 levels  but I bet it is a fat bonus  or ur picking up his backyard,AG
newegg.com.... once u know  u new egg.... can get a 500 gig for fucking 30 bucks on there,AG
a semicolon sounds like some sort of gay sex act gone wrong,AG
"I hate it when you get ""blue"" teeth. LOL",AG
hour meetings foe a job you're failing at  because you hate it  your bentley that you don't even drive cuz gas is so expensive  in,AG
Damn :(,AG
...fuck jared leto. i forgot it was his bday. 25th HIS BIRTH 26th MY BIRTH ECHELON THROUGH THE BACK DOOOOR.,AG
damn 'reply' button ... -.-,AG
agreed.  UGO sucks ass,AG
it's the damn music  ugh  terrible!,AG
Also  you are not Canadian  fuck.,AG
yeah... it sucks...,AG
i hate those DIY post office things here in #ALB. no matter what the lines are still insane.,AG
rogue. I hate you and your ability to spell correctly. though some of them were red  but they were communist. not rouge.,AG
I hate chris,AG
u know what................. ima put jourdan on your ass.,AG
omg that so fucking sucks,AG
fuck. :( &lt;3,AG
this sucks ass!,AG
fuck yo couch! In yo face!,AG
FIRE HIM!!!!!!  lol lame ass mofo....,AG
get your ass here !!!,AG
Nuno Bettencourt ftw. Damn!,AG
Fat ass!,AG
and most of them are ugly and fat..lol,AG
i couldnt agree more. HATE sandra lee!,AG
i'm ok  now  darlin :)  i just hate my body sometimes.  it hurts me when it's most inconvenient.  i'll be ok... :) thank youuu,AG
http://twitpic.com/taap - fat.,AG
http://twitpic.com/v2mo - lol.. hate u both..,AG
http://twitpic.com/vhtp - LOOOOOOL HATE!!!!!!,AG
awwwwz poor little emo girl,AG
Damn skippy.,AG
that sucks. People are stupid.,AG
hate you both!!,AG
hate u,AG
Injections don't work in Vista? I tried in XP  didn't work there either  crazy bug or something :(. Damn you C++ Win32 API!,AG
it is not only terrible... it really sucks.,AG
AND DAMN I JUST LOST /AGAIN/.,AG
dude that sucks!,AG
if anyone's a loser  it's YOU.,AG
lol whore bath...funny.,AG
Fat Boys have a new song?!,AG
A gay couple getting married in NYC isn't going to change anyone's idea about marriage. Divorce has redefined marriage.,AG
Heores Season 2 sucked! Full of emo shit!,AG
I LOVE Pocoyo!...because I'm a freak!,AG
i hate you.,AG
i didn't laugh  fag.,AG
Pretty sure it's CO2 and H2O produces sugar  but damn that was a long time ago,AG
Well that sucks.,AG
lmfao! bad ass!,AG
wow. your dad looks like a total bad ass!,AG
You coming to work today  E? I know it's Gay Day and all. I wasn't sure if you were gay or just running late.,AG
Damn if TJ doesn't like your music  it must really suck. This guy will cosign anything,AG
old ass nigga!,AG
they stole my slogan!!! I hate them for that!,AG
That happens here in MD too. People totally freak!,AG
bitch... lol jk,AG
why would i accuse you  im SUPER FUCKING JESLOUS OF YOU,AG
kiss my icecubes formerly known as my ass cheeks.,AG
that sucks balls!,AG
I hate that too!!,AG
NERD!,AG
YOU KNOW IT BITCH. :D,AG
No God no. Fuck no. Fucking fuck god no.,AG
Gypsy bitch!!!!!,AG
LMAO!! I seen that  that dude was mad angry... then got his ass beat,AG
fuck you shane lol,AG
oooh that sucks. ibuprofin,AG
enak aja! nick carter ga gay!!,AG
ohlala dago ktny tmpt nongkrong gay :D,AG
@BikerSwag damn! No kidding!,AG
Man  fuck Alton-Darby.,AG
Sigh. Fuck 4chan.,AG
haha I always say that! Girl or not  I too can rock out with my cock out! Hah,AG
I hate em..,AG
He's so fucking annoying. I would just tell him fuck off and it's his fault he has an unverified address &gt;:/,AG
yeah and I am the man in the relationship @kRockXP your my bitch.,AG
D:!  That's horrible  ;__; This sucks.,AG
fuck off dude  don't waste my time  damn spam users again ...,AG
fuck off dude  don't waste my time...,AG
you own a gun? remind me not to piss you off anymore.,AG
FUCK FUCK FUCK FUCK BIIAAAATCH!,AG
damn straight :),AG
damn you hater!  lol,AG
OMG your so MEAN .. really really mean +_+  i hate you .. hifftt,AG
cunt? Whore?? Lololol,AG
fuck u and ur fucking break =/,AG
wow   that sucks.,AG
LIES! I HATE HIM!,AG
damn straight,AG
I hate you so much you stupid New York... douche. bagel.,AG
I wish I could punch you square in the face. that's how much I hate you right now.,AG
you are a twitter/last.fm whore! :P,AG
Doh!  That sucks!,AG
i hate you for both those statements. lol,AG
fuck up foo.,AG
i REALLY hate you,AG
ur gay? me. u. mall. shopping!,AG
God damn it  Louis!,AG
Nerd alert!,AG
SHUT THE FUCK UP! What?! Why does Micky Rouke have ur #?,AG
Freak.,AG
VTU  SUCKS &gt;.&lt;,AG
8 fucking am.,AG
HOLY FUCK! GIRL YOU CANT DO STUFF LIKE THAT!,AG
i hate pret,AG
That sucks!,AG
jealousy makes me hate you now hahaha,AG
And I HATE gangsters &gt;.&gt;,AG
haha no I'm just trying to fuck with him,AG
i hate u,AG
i hate u. looooooool,AG
Lolol well i hate u. K thx &lt;3,AG
I will super hero my ass out there and blow the tire up myself!!!,AG
that sucks big time.,AG
damn!! *goes off to call God*,AG
FOR REAL!!!! I NEED TO JUST STOP!!!! REALLY!!!! FUCK!!!!!,AG
gotta hate that shit,AG
So you were a geek and gay at a very young age ;),AG
You fucking rock =),AG
yeah  it sucks :(,AG
Thats so fucking stupid for you to say,AG
That sucks:),AG
God damn. That's some stocking up.,AG
damn girl. that was fire!,AG
makes even gay men question their sexuality.,AG
OMG where? that sucks!!,AG
lawl @ fat bitchez.,AG
you're a fat bitch? I think you just called yourself one. Lmao... Well if you wanna out yourself in that category... Ha ha,AG
fuck yeah,AG
Eat twat   you twitter whore.,AG
That sucks ...,AG
what happens when someone tells u gators suck ass lmao. U pull a gun or stab them to death???,AG
god damn you.,AG
nerd. :),AG
aw that sucks.,AG
I don't wanna sound gay or nuthin'  but that sir... is an arousing pic.,AG
lady  i wanna fuck your tumblr.,AG
that sucks!,AG
FUCKING ELLAS A RETARDED CUNT ALOT OF PEOPLE COULD DO A BETETER JOB THEN HERE SHES RACIST AGAINST BLACKS,AG
MOD_ELLA IS A FUCKING CUNT,AG
haha ugh this sucks :(,AG
ass get out its ur last day damn it!,AG
awe  how gay :P,AG
oh no...he grew out of it (after a few ass whippings)....he just steals girls hearts now (he's 20). But yea he was a baby klepto,AG
damn  that sux,AG
he's gay like u lmao. And the rest of the guys are alergic to fruits. *wink* lmao.,AG
U stupid bitch. I said Its in my car u always at work or chillin with then regis niggas.  Don't piss me off.,AG
hey man! You =gay! Lol jk,AG
your a pale whore..,AG
after I kept getting caught I just said fuck it  lifes too short and I wanna sing off key fools!,AG
you damn betcha,AG
ass.,AG
hot ass mess!!!! hahahaha,AG
omg! that really sucks! anything serious?,AG
@nightmaremyles fuck yes to both of you.  &lt;3,AG
dude.  she's fugly.  i think ur a desperate ass cam perv.,AG
hahah  ass :P hehe,AG
BITCH...you got a working Zune  and I don't like it! Yea you got one...BUT IT AINT ENUFF!,AG
closing now. some gay xmas thing,AG
Wow! That sucks.,AG
I hate FCC they are evil,AG
fuck you,AG
damn straight,AG
I'm late to the emo-ball.. I'm not even dressed.  WHY un-follow you?  What did you do now (pft- can't take him anywhere...),AG
i will but now the only problem is im realllyyyy not looking forward to seeing some gay show,AG
wash yo' ass!,AG
that sucks!,AG
you came up with angry gay guy...,AG
twitter whore!,AG
is officially too gay to function!,AG
... this is so post gay  it hurts .... NSFW! http://tinyurl.com/6d9ew5,AG
I hate you,AG
hell yeah fucking losers lol,AG
Fuck yeah,AG
na just a bitch of a teacher!!!!,AG
it is. Hate that LOL,AG
aww  I knoow  I hate that! :-P,AG
you're so gay. I hate lonestar.,AG
shits gay!,AG
fuck you Devi. slit em'!,AG
well just go to the local whore house!,AG
no way. they REALLY hate you  don't they?!,AG
@ryanruppe damn you...,AG
fat guys are immoral  there should be a proposition to keep them from marrying  VOTE YES,AG
you're a nerd fail,AG
fucking ayeeeeee,AG
SHUT THE FUCK UP BEFORE I PUT A HAMSTER UP YOUR ASS!!,AG
YOUR MOM SUCKS ASS. Don't be such a douche. It's obviously not done. I'll add the fucking parm when the noodles are done.,AG
I hate you so hard right now.,AG
http://twitpic.com/vme7 - that sucks!,AG
we talked four days ago!!!! emo cowboy fan :),AG
Especially the gay cowboys. Ha ha.,AG
i BET YOU WERE SILLY ASS! lol,AG
You're such a nerd. lol,AG
I hate you and your steelers.,AG
fuck betty she killed me...,AG
fuck yo life nigga,AG
@farwyde Cock your gun.,AG
@design_doll Cock and bull,AG
I hate them. I eat them for dessert. I will keep following you. I believe in your cause,AG
"""marinates penis"". That's gay dude.",AG
Male Chauvinist Pig. :P,AG
wow! You're a real cunt!,AG
OMG  that is a total bitch! Those jerks play that game here too except they write big fine$ with the confiscations!,AG
His ass needs to be put on blast so now his wife can see wtf he's doing.,AG
payment schedule...been there...sucks ass,AG
fuck em then! heh,AG
That sucks.,AG
That sounds like Charter.  I hate Charter.,AG
YOUR INSANE BABBLE  HAVE YOU LOST YO DAMN MIND?,AG
You know all about some interpretive gay dancing.,AG
hate you...,AG
hahahhaha I hate that!,AG
fuck you.,AG
fuck you haha,AG
whatever about the Gay Byrne voiceover  shame on Eason's for running Christmas ads in early November!..,AG
Son of a bitch!,AG
Drupal sucks.,AG
Rooster is my bitch!,AG
Rooster is LARRY'S bitch!,AG
oh man that sucks!! LOL,AG
That really sucks.,AG
that sucks.,AG
ha! Go fuck a chickhen!,AG
fat bastard,AG
gay + high on crack + Razor sharp vagina? sounds like @andymn to me,AG
you mean we chatted about how I wish I were a gay man??,AG
faa lalala gay apparel daa da da daaa yuletide carol la la lala laaaa....,AG
Ok is it gay day today? or are those some cute azn girl socks u sexed,AG
Fuck yea it's the bomb,AG
WTF emo ass lookin bitch &gt;&lt; *sigh*,AG
suck my cock  bitch. i am allowed to be scared of whatever i want. *z snap*,AG
Fuck.,AG
YOU ARE FUCKING BR00T4L,AG
ewww  hate it hate it hate it!,AG
I hate it SO SO SO MUCH.,AG
hate. you.,AG
Son. Of. A. Bitch. :-p,AG
fuck you,AG
I hate it  too.,AG
ha! sucks for u!!,AG
oh wow  that really sucks. :/,AG
i hate you,AG
Oh  that sucks!,AG
aww that sucks :/,AG
That's gay. Poor MCR.,AG
everything but you. Everything but you sucks.,AG
That sucks dude!,AG
Oh my fucking ~*gawd. *eye roll*,AG
aww  that soo sucks D:,AG
GA has finally let out is inner ass and now everyone hates him :D,AG
Fuck you,AG
